Date,Name,Year,Letterboxd URI,Rating
2025-11-09,Rosaura at 10 O'Clock,1958,https://boxd.it/4com,4
2025-11-10,The Last Viking,2025,https://boxd.it/NqyK,3.5
2025-11-10,Calle Malaga,2025,https://boxd.it/RPZ0,4
2025-11-15,Incendies,2010,https://boxd.it/Msm,5
2025-11-15,The Warriors,1979,https://boxd.it/1TLC,5
2025-11-15,Enter the Void,2009,https://boxd.it/1dy2,3.5
2025-11-15,"LaRoy, Texas",2023,https://boxd.it/BRJQ,3.5
2025-11-15,Todo el año es Navidad,2018,https://boxd.it/kvTU,4.5
2025-11-15,Spider-Man: Across the Spider-Verse,2023,https://boxd.it/kSz4,3.5
2025-11-15,Gravity,2013,https://boxd.it/GZY,2.5
2025-11-15,Sing Street,2016,https://boxd.it/cOo6,3
2025-11-15,The Great Gatsby,2013,https://boxd.it/JY,3
2025-11-15,Inception,2010,https://boxd.it/1skk,3.5
2025-11-15,The Life Aquatic with Steve Zissou,2004,https://boxd.it/2aqw,2.5
2025-11-15,City of God,2002,https://boxd.it/2a2a,4.5
2025-11-15,Climax,2018,https://boxd.it/ikvo,3.5
2025-11-18,Frankenstein,2025,https://boxd.it/Ecsg,2
2025-11-21,House,1977,https://boxd.it/1vsm,4
2025-11-26,Die My Love,2025,https://boxd.it/D5cI,2.5
2025-12-02,Scott Pilgrim vs. the World,2010,https://boxd.it/1Aq6,4.5
2025-12-02,Whiplash,2014,https://boxd.it/7bQA,4
2025-12-06,Gunman,2025,https://boxd.it/TGZk,4
2025-12-13,Bugonia,2025,https://boxd.it/qeWY,4
2025-12-19,The Lord of the Rings: The Fellowship of the Ring,2001,https://boxd.it/2b5O,4.5
2025-12-20,Full Metal Jacket,1987,https://boxd.it/2a1Q,4
2025-12-22,Weapons,2025,https://boxd.it/EMTM,3.5
2025-12-26,Cuckoo,2024,https://boxd.it/wMjI,3.5
2025-12-30,Jackass: The Movie,2002,https://boxd.it/1Zo0,3
2026-01-03,The Lord of the Rings: The Two Towers,2002,https://boxd.it/2b5E,4.5
2026-01-05,Phantom of the Paradise,1974,https://boxd.it/1s34,5
2026-01-05,The South,1988,https://boxd.it/Mnc,4
2026-01-05,Eternity,2025,https://boxd.it/LYtK,2.5
2026-01-06,"The Good, the Bad and the Ugly",1966,https://boxd.it/2ape,4.5
2026-01-07,Spree,2020,https://boxd.it/oiiO,2.5
2026-01-08,Chime,2024,https://boxd.it/KiS2,4
2026-01-09,The Ugly Stepsister,2025,https://boxd.it/MZBM,3
2026-01-14,28 Years Later,2025,https://boxd.it/FEGM,3
2026-01-14,Shiva Baby,2020,https://boxd.it/oIv0,3.5
2026-01-16,Los visionadores,2021,https://boxd.it/uiNu,3
2026-01-18,Marty Supreme,2025,https://boxd.it/Off0,4.5
2026-01-19,La Chimera,2023,https://boxd.it/vzVi,3.5
2026-01-20,Homo Argentum,2025,https://boxd.it/Uzoo,2
2026-01-20,Buscando a Reynols,2005,https://boxd.it/77Ca,3.5
2026-01-21,Silvia Prieto,1999,https://boxd.it/EI2,4
2026-01-23,Uncut Gems,2019,https://boxd.it/gXGc,4
2026-01-25,Get Out,2017,https://boxd.it/eOCm,3.5
2026-01-27,Mikey and Nicky,1976,https://boxd.it/iL4,4
2026-01-28,The Virgin of the Quarry Lake,2025,https://boxd.it/wAJ0,3.5
2026-02-06,Silent Hill,2006,https://boxd.it/2a3C,3
2026-02-12,Hamnet,2025,https://boxd.it/woVy,3.5
2026-02-16,Django Unchained,2012,https://boxd.it/2cCk,5
2026-02-17,No Other Choice,2025,https://boxd.it/nKiA,4
2026-02-17,Chinatown,1974,https://boxd.it/29vU,4
2026-02-21,Cloud,2024,https://boxd.it/LhR0,4
2026-02-21,Tetsuo: The Iron Man,1989,https://boxd.it/ZoM,3.5
2026-02-21,Casablanca,1942,https://boxd.it/2aG0,4
2026-02-22,Magic Farm,2025,https://boxd.it/NZAm,4.5
2026-02-23,Fallen Leaves,2023,https://boxd.it/Bgew,3
2026-02-23,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,2003,https://boxd.it/1ULy,4
2026-03-02,The Moment,2026,https://boxd.it/SCkg,3.5
2026-03-02,The Secret Agent,2025,https://boxd.it/KkUE,4
2026-03-10,Casino Royale,2006,https://boxd.it/1alk,3.5
2026-03-10,Kill Bill: Vol. 1,2003,https://boxd.it/70w,4.5
2026-03-10,Kill Bill: Vol. 2,2004,https://boxd.it/2au4,4
2026-03-13,Splendor,1999,https://boxd.it/1cLE,2.5
2026-03-13,The Doom Generation,1995,https://boxd.it/1PVe,3.5
2026-03-24,The Lord of the Rings: The Return of the King,2003,https://boxd.it/2b5u,5
2026-03-26,House of Gucci,2021,https://boxd.it/nVkC,2
2026-03-26,T2 Trainspotting,2017,https://boxd.it/5vTA,3.5
2026-03-30,License to Live,1998,https://boxd.it/IGY,3.5
2026-03-31,Kill the Jockey,2024,https://boxd.it/FNA4,3.5
2026-04-03,Dead Set,2008,https://boxd.it/5ppu,3.5
2026-04-05,Perfect Days,2023,https://boxd.it/ATh8,4.5
2026-04-08,Project Hail Mary,2026,https://boxd.it/pEeQ,4
2026-04-13,Electric Dragon 80000V,2001,https://boxd.it/1sew,4
2026-04-14,Once Upon a Time... in Hollywood,2019,https://boxd.it/gH0O,3.5
2026-04-14,American Psycho,2000,https://boxd.it/28Vs,4.5
2026-04-17,Rubber's Lover,1996,https://boxd.it/J4G,3.5
2026-04-18,Hostage,2005,https://boxd.it/27Bc,2.5
2026-04-18,Five Nights at Freddy's,2023,https://boxd.it/ikHu,1.5
2026-04-19,The Drama,2026,https://boxd.it/OA2w,4
2026-04-24,Audition,1999,https://boxd.it/1UHm,4
2026-04-24,Baby Assassins,2021,https://boxd.it/vXei,3.5
2026-04-25,The Dinner,1974,https://boxd.it/4qwk,3
2026-04-25,Orfeo,2025,https://boxd.it/WrYi,3.5
2026-04-27,Taxidermia,2006,https://boxd.it/1LBO,4
2026-05-02,Chronicles of a Wandering Saint,2023,https://boxd.it/Frbw,4
2026-05-02,Graciadió,1997,https://boxd.it/7nvE,4
2026-05-02,Piercing,2018,https://boxd.it/fELU,3
2026-05-05,Swing Girls,2004,https://boxd.it/1ag0,5
2026-05-11,The Machine Girl,2008,https://boxd.it/1P1K,3.5
2026-05-12,Midnight Cowboy,1969,https://boxd.it/25Hi,4
2026-05-16,Fox and His Friends,1975,https://boxd.it/Xma,4
2026-05-17,One Flew Over the Cuckoo's Nest,1975,https://boxd.it/2aeA,4
2026-05-17,Furiosa: A Mad Max Saga,2024,https://boxd.it/tABk,4
2026-05-21,The Paranoids,2008,https://boxd.it/QBW,4
2026-05-25,Videodrome,1983,https://boxd.it/29uC,3.5
2026-05-26,Send Help,2026,https://boxd.it/JuhA,2
2026-05-26,Harry Potter and the Prisoner of Azkaban,2004,https://boxd.it/29Qy,4
2026-05-29,A Poet,2025,https://boxd.it/UkD4,4
2026-05-29,Rental Family,2025,https://boxd.it/JQOw,3.5
2026-05-29,Baby Assassins 2,2023,https://boxd.it/ELnU,3.5
2026-05-29,Wake Up Dead Man,2025,https://boxd.it/uAKS,3.5
2026-05-29,Bring Her Back,2025,https://boxd.it/Hxlc,3.5
2026-05-29,Sinners,2025,https://boxd.it/KQMM,3.5
2026-05-29,Spirited Away,2001,https://boxd.it/2b4m,4.5
2026-05-29,Inglourious Basterds,2009,https://boxd.it/1JzG,4.5
2026-06-02,Alicia en el país de las maravillas,1976,https://boxd.it/dTOK,2
2026-06-05,Backrooms,2026,https://boxd.it/EY6W,3.5
2026-06-07,Obsession,2025,https://boxd.it/PNqo,3
2026-06-09,The Wild Goose Lake,2019,https://boxd.it/l8bs,3.5
2026-06-09,Caught Stealing,2025,https://boxd.it/LnyS,2.5
2026-06-09,They Cloned Tyrone,2023,https://boxd.it/rE7a,2.5
2026-06-09,Heysel 85,2026,https://boxd.it/TAYK,3.5
2026-06-09,Longlegs,2024,https://boxd.it/KzLM,3.5
2026-06-10,Nosferatu,2024,https://boxd.it/f5eG,4
2026-06-10,Spider-Man: Into the Spider-Verse,2018,https://boxd.it/azpY,4
2026-06-10,Interstellar,2014,https://boxd.it/4VZ8,4
2026-06-16,Scary Movie,2000,https://boxd.it/24CG,3
2026-06-19,Tie Me Up! Tie Me Down!,1989,https://boxd.it/26FW,3.5
2026-06-19,Green Room,2015,https://boxd.it/a75m,3
2026-06-26,The A-Team,2010,https://boxd.it/1dHS,2
2026-06-26,The Invisible Man,2020,https://boxd.it/kWlA,2.5
2026-06-29,In the Mouth of Madness,1994,https://boxd.it/26vi,3
2026-07-02,Fear and Loathing in Las Vegas,1998,https://boxd.it/27Xs,3.5
2026-07-03,Morel's Invention,1974,https://boxd.it/gJq,3.5
2026-07-03,Pusher III,2005,https://boxd.it/1U7e,3.5
2026-07-03,Pulse,2001,https://boxd.it/1s3y,4.5
2026-07-03,Rabbits,2002,https://boxd.it/SaI,3.5
2026-07-03,Past Lives,2023,https://boxd.it/oNB8,3.5
2026-07-06,Junk Head,2017,https://boxd.it/gDdO,5
2026-07-07,The Bride!,2026,https://boxd.it/HSw6,2
2026-07-09,Nobody,2021,https://boxd.it/mLqS,3
2026-07-09,Looking for Eric,2009,https://boxd.it/1G6m,3.5
2026-07-12,The Delinquents,2023,https://boxd.it/qLyA,3.5
2026-07-13,Sonatine,1993,https://boxd.it/20TI,4
2026-07-13,Battle Royale,2000,https://boxd.it/25zS,3.5
2026-07-13,The Wonderful Story of Henry Sugar,2023,https://boxd.it/yNyo,3.5
2026-07-15,The Mysterious Gaze of the Flamingo,2025,https://boxd.it/xR4q,4
2026-07-21,Quiero llenarme de ti,1969,https://boxd.it/4ak8,3
2026-07-23,The Intern,2015,https://boxd.it/7AOE,2
2026-07-24,Carlito's Way,1993,https://boxd.it/226e,4
2026-07-24,21 Grams,2003,https://boxd.it/2ajK,3.5
2026-07-25,Nacho Libre,2006,https://boxd.it/1YTG,3.5
2026-07-25,I'm No Longer Here,2019,https://boxd.it/lqSu,4
2026-07-26,The Golden Glove,2019,https://boxd.it/ih9k,3
2026-07-26,Black Hawk Down,2001,https://boxd.it/29rI,2.5
2026-07-26,The Pursuit of Happyness,2006,https://boxd.it/28PE,3.5
2026-07-27,Mars Attacks!,1996,https://boxd.it/2bd4,3.5
2026-07-27,"The Adventures of Priscilla, Queen of the Desert",1994,https://boxd.it/26mg,4.5
2026-07-29,The Sadness,2021,https://boxd.it/tcHe,2
2026-07-30,7 Piano Sketches,2026,https://boxd.it/14sO0,2.5
2026-08-01,La Ciénaga,2001,https://boxd.it/kpk,3.5
2026-08-01,The Long Walk,2025,https://boxd.it/mic8,2.5
2026-08-01,RocknRolla,2008,https://boxd.it/1PmI,3.5
2026-08-01,"Lock, Stock and Two Smoking Barrels",1998,https://boxd.it/2b92,3.5
2026-08-02,Chicago,2002,https://boxd.it/28zm,3.5
2026-08-04,Bram Stoker's Dracula,1992,https://boxd.it/223a,3.5
2026-08-04,Junk World,2025,https://boxd.it/ImzO,3.5
2026-08-05,Eastern Promises,2007,https://boxd.it/275q,4
2026-08-06,Amores Perros,2000,https://boxd.it/2bfu,4.5
2026-08-09,The Gentlemen,2019,https://boxd.it/iYBQ,4
2026-08-11,The Odyssey,2026,https://boxd.it/QFQU,3.5
2026-08-11,Moon of Avellaneda,2004,https://boxd.it/lp6,3.5
2026-08-12,Do Not Expect Too Much from the End of the World,2023,https://boxd.it/zkHI,3.5
2026-08-14,The Favourite,2018,https://boxd.it/d2hI,3.5
2026-08-17,Nirvanna the Band the Show the Movie,2025,https://boxd.it/HG9a,4
2026-08-18,Shottas,2002,https://boxd.it/1PjO,2.5
2026-08-19,Hokum,2026,https://boxd.it/SUeq,3
2026-08-19,The Invite,2026,https://boxd.it/zRNY,3.5
2026-08-21,AliEN0089,2023,https://boxd.it/AUyu,3.5
